timestamp,article_count,temporal_mean,temporal_std,temporal_skew,temporal_kurtosis,periodicity_strength,dominant_period,temporal_entropy,burstiness,vocabulary_richness,hapax_legomena_ratio,zipf_exponent,lexical_entropy,ttr,avg_word_length,sentiment_mean,sentiment_std,sentiment_velocity_mean,sentiment_acceleration_mean,sentiment_volatility,sentiment_turning_points,sentiment_hurst,sentiment_trend,mad,iqr,max_modified_z,grubbs_statistic,outlier_ratio
2025-12-03 18:00:00,39,18.899999999999995,3.552713678800501e-15,,,0.999999974358975,1,1.800989041239827,1.879742587738753e-16,0.7999999972881356,0.8898305084745762,0.3532931826550223,5.300357611412355,13.717221371770675,5.569491525423729,0.07236572444444613,0.6222137679395194,0.38210904985072236,0.3720943083314511,0.938722561468073,0.4358974358974359,-0.008451181931648333,0.010944522559247957,2750.0,5235.0,1.2096850904692056,1.727590410086194,0.0
